order_id,product_id,quantity,unit_price
O008531,P0050,2,1589.62
O008532,P0144,2,3228.66
O008533,P0122,1,1296.14
O008534,P0007,1,3062.8
O008535,P0017,2,461.24
O008535,P0054,2,2179.06
O008536,P0062,2,2554.12
O008537,P0016,1,1854.31
O008538,P0072,4,2666.47
O008539,P0059,1,1890.54
O008540,P0070,4,2110.52
O008540,P0122,1,1146.38
O008541,P0081,1,880.54
O008542,P0008,2,1980.57
O008542,P0078,2,1323.96
O008543,P0058,1,1391.78
O008544,P0121,2,1719.77
O008545,P0047,1,2829.37
O008545,P0056,2,2106.11
O008545,P0079,1,4552.32
O008546,P0120,2,3857.55
O008547,P0024,2,2167.92
O008548,P0146,2,386.76
O008548,P0034,1,431.57
O008549,P0126,2,506.1
O008550,P0123,1,4227.39
O008550,P0079,1,4654.39
O008551,P0147,1,821.27
O008551,P0051,1,819.74
O008551,P0121,3,1686.58
O008551,P0136,1,2205.32
O008552,P0115,1,1030.5
O008553,P0097,3,520.47
O008553,P0004,1,397.93
O008554,P0033,1,3420.62
O008555,P0120,1,3596.56
O008555,P0043,3,149.0
O008556,P0073,1,1016.87
O008556,P0025,1,560.08
O008557,P0056,1,2051.67
O008558,P0127,1,689.42
O008558,P0075,3,2235.47
O008559,P0113,2,1262.71
O008559,P0121,1,1811.4
O008559,P0107,1,981.56
O008560,P0038,1,608.83
O008560,P0063,2,683.25
O008560,P0011,2,520.29
O008561,P0076,1,987.36
O008562,P0093,1,2038.29
O008563,P0111,3,1019.01
O008564,P0036,1,2151.07
O008564,P0018,1,1135.6
O008565,P0080,1,530.48
O008566,P0101,1,1011.65
O008566,P0072,1,2603.64
O008567,P0076,1,938.52
O008567,P0109,2,2874.41
O008568,P0025,1,573.44
O008568,P0146,1,381.42
O008568,P0066,1,1798.99
O008568,P0035,3,367.92
O008568,P0102,1,498.61
O008569,P0011,1,496.41
O008570,P0051,1,753.33
O008571,P0019,1,978.77
O008572,P0037,1,1010.59
O008573,P0015,2,2083.94
O008573,P0068,2,982.26
O008574,P0099,1,2489.44
O008575,P0012,1,1491.87
O008576,P0020,3,1307.36
O008577,P0012,1,1540.97
O008577,P0101,3,1002.47
O008578,P0092,1,364.22
O008578,P0030,1,5309.19
O008579,P0053,1,3334.45
O008579,P0128,1,751.72
O008580,P0093,1,2002.47
O008580,P0090,1,934.76
O008580,P0046,1,2549.92
O008580,P0115,1,1012.66
O008581,P0150,1,1515.99
O008582,P0140,1,594.96
O008583,P0032,1,4243.56
O008583,P0096,2,1278.54
O008584,P0144,2,2943.65
O008585,P0129,2,1497.18
O008585,P0126,1,526.51
O008586,P0020,3,1313.92
O008587,P0053,1,3283.37
O008588,P0055,1,1573.34
O008588,P0066,2,1698.32
O008589,P0142,1,3041.29
O008590,P0108,3,3494.87
O008591,P0102,1,500.5
O008592,P0030,2,4852.49
O008593,P0069,2,1341.51
O008593,P0047,3,2712.3
O008593,P0013,1,447.71
O008594,P0018,1,1188.79
O008595,P0123,2,4117.5
O008596,P0145,3,394.63
O008597,P0037,1,1002.33
O008598,P0101,1,989.5
O008599,P0002,1,2461.01
O008600,P0016,2,1866.15
O008601,P0135,2,395.63
O008601,P0140,2,571.59
O008602,P0046,2,2290.25
O008603,P0038,3,619.54
O008603,P0032,2,4185.51
O008604,P0026,1,707.59
O008605,P0069,2,1234.83
O008606,P0054,3,2211.46
O008607,P0042,1,859.59
O008608,P0080,1,540.26
O008608,P0024,1,2266.98
O008609,P0035,1,380.02
O008610,P0014,1,2575.97
O008610,P0088,2,1230.02
O008610,P0038,1,642.49
O008611,P0114,1,428.57
O008612,P0037,2,982.82
O008613,P0143,3,2942.49
O008614,P0076,3,988.3
O008615,P0146,1,375.2
O008616,P0070,1,2096.92
O008616,P0056,4,2137.94
O008616,P0081,4,906.51
O008616,P0122,1,1140.99
O008616,P0078,3,1364.12
O008617,P0004,1,402.51
O008617,P0103,2,162.0
O008617,P0109,1,2852.69
O008618,P0060,2,274.08
O008619,P0145,1,405.24
O008619,P0079,4,4068.64
O008620,P0094,3,8609.02
O008621,P0004,1,415.2
O008622,P0083,1,1445.33
O008622,P0082,1,427.96
O008622,P0096,3,1250.99
O008623,P0061,1,2541.48
O008623,P0022,2,946.81
O008623,P0058,1,1446.16
O008624,P0140,1,598.09
O008624,P0115,2,1040.01
O008625,P0040,1,558.5
O008625,P0021,1,1885.79
O008626,P0091,1,10258.4
O008626,P0078,2,1334.26
O008627,P0035,1,410.99
O008628,P0033,1,3041.09
O008628,P0073,3,932.75
O008629,P0094,1,7723.08
O008629,P0129,2,1516.06
O008630,P0056,4,2019.81
O008631,P0131,2,567.78
O008632,P0021,1,1802.65
O008632,P0021,1,1955.92
O008632,P0102,1,542.74
O008633,P0102,1,522.88
O008634,P0097,1,579.13
O008634,P0047,1,2671.19
O008635,P0044,2,1478.06
O008636,P0021,4,1851.61
O008637,P0037,3,989.95
O008637,P0143,2,2995.41
O008638,P0110,2,1182.28
O008638,P0097,1,578.95
O008639,P0052,2,849.95
O008639,P0025,2,589.83
O008640,P0079,1,4483.89
O008641,P0027,1,1296.42
O008641,P0120,1,3808.59
O008642,P0057,1,1308.07
O008642,P0092,1,358.66
O008643,P0037,2,930.14
O008644,P0041,1,757.62
O008644,P0112,1,1686.15
O008645,P0021,2,1864.6
O008646,P0001,1,4729.25
O008647,P0088,1,1185.36
O008647,P0143,1,3045.81
O008647,P0067,1,1389.51
O008648,P0029,2,675.05
O008649,P0119,2,1641.82
O008649,P0080,1,538.51
O008650,P0056,1,2194.6
O008650,P0050,3,1408.61
O008651,P0120,2,4109.45
O008652,P0070,2,1905.71
O008653,P0126,2,572.81
O008654,P0140,1,630.86
O008655,P0069,2,1312.93
O008655,P0057,3,1293.74
O008655,P0035,1,383.68
O008656,P0106,1,1926.6
O008656,P0060,4,267.81
O008656,P0079,1,4212.61
O008656,P0031,1,500.61
O008656,P0081,2,909.45
O008657,P0148,1,850.69
O008657,P0059,1,2126.11
O008658,P0044,1,1415.02
O008659,P0144,1,3247.0
O008660,P0061,1,2739.63
O008661,P0069,1,1367.54
O008662,P0140,2,621.59
O008663,P0098,2,3375.39
O008663,P0036,1,2408.36
O008664,P0033,1,3177.25
O008664,P0004,1,420.08
O008665,P0030,4,4632.52
O008665,P0147,1,786.57
O008666,P0052,1,818.96
O008666,P0136,1,2173.29
O008667,P0049,1,1533.64
O008668,P0065,2,242.72
O008668,P0037,1,1018.43
O008669,P0124,3,2400.06
O008669,P0126,1,560.96
O008670,P0013,2,478.13
O008671,P0145,1,389.88
O008672,P0103,1,154.31
O008673,P0085,1,954.69
O008674,P0131,1,567.94
O008674,P0103,1,155.33
O008675,P0086,1,3693.21
O008675,P0117,2,3592.57
O008676,P0069,1,1305.77
O008676,P0001,2,4699.59
O008677,P0063,4,709.53
O008677,P0029,1,650.96
O008678,P0072,1,2891.01
O008678,P0002,2,2223.13
O008678,P0056,1,1916.69
O008679,P0121,3,1879.15
O008679,P0125,1,3634.73
O008680,P0111,2,1065.59
O008680,P0069,3,1233.13
O008680,P0046,3,2466.08
O008681,P0100,1,417.84
O008682,P0012,1,1405.65
O008683,P0150,2,1541.96
O008684,P0126,1,511.31
O008684,P0054,1,2319.67
O008685,P0077,1,1161.87
O008686,P0061,1,2521.81
O008686,P0052,1,882.08
O008687,P0054,1,2259.65
O008688,P0007,1,3345.1
O008688,P0122,1,1218.65
O008689,P0115,1,967.82
O008690,P0064,3,3448.34
O008691,P0108,2,3723.52
O008692,P0005,1,1518.97
O008692,P0060,1,282.21
O008693,P0104,3,548.52
O008694,P0136,1,2427.15
O008694,P0043,1,152.32
O008695,P0117,1,3711.62
O008695,P0092,1,361.64
O008696,P0041,2,806.46
O008697,P0109,4,2701.83
O008698,P0107,1,992.55
O008699,P0115,1,1112.36
O008700,P0097,3,500.23
O008700,P0037,1,979.02
O008700,P0133,2,516.92
O008701,P0101,1,1058.27
O008702,P0118,1,2688.77
O008703,P0042,1,799.19
O008704,P0012,2,1480.98
O008705,P0097,2,518.88
O008706,P0097,2,534.9
O008707,P0121,4,1919.38
O008707,P0065,1,256.16
O008708,P0057,1,1160.29
O008708,P0063,2,673.27
O008709,P0099,1,2482.14
O008709,P0129,2,1430.44
O008710,P0127,2,657.94
O008710,P0051,1,752.5
O008711,P0094,4,8441.44
O008712,P0128,4,712.32
O008713,P0106,1,2114.09
O008714,P0073,2,887.85
O008715,P0127,1,708.18
O008715,P0064,1,3174.85
O008716,P0057,2,1244.35
O008717,P0045,3,675.57
O008717,P0008,2,1856.29
O008718,P0130,2,5149.8
O008718,P0032,2,4079.68
O008719,P0126,2,556.0
O008719,P0019,2,975.62
O008720,P0001,1,4801.04
O008721,P0141,2,3304.55
O008721,P0129,1,1387.83
O008722,P0122,1,1307.37
O008723,P0135,2,374.74
O008724,P0014,1,2405.19
O008725,P0045,3,670.54
O008725,P0032,1,4372.98
O008726,P0021,4,1967.38
O008726,P0030,2,5356.48
O008727,P0040,1,550.77
O008727,P0088,1,1139.58
O008728,P0023,2,874.38
O008728,P0048,1,1571.47
O008728,P0115,1,1003.25
O008729,P0148,1,959.39
O008729,P0133,1,550.12
O008729,P0065,3,253.2
O008730,P0064,1,3468.51
O008731,P0047,4,2740.95
O008731,P0048,1,1644.37
O008731,P0118,1,2638.11
O008732,P0047,1,2536.96
O008733,P0019,2,994.51
O008734,P0095,3,3124.84
O008734,P0008,3,2116.82
O008735,P0133,2,554.11
O008736,P0009,1,847.33
O008736,P0112,2,1684.03
O008737,P0138,1,2234.5
O008737,P0042,1,828.38
O008738,P0113,2,1302.55
O008739,P0036,1,2140.04
O008740,P0106,3,1883.9
O008741,P0116,2,2180.79
O008741,P0124,2,2165.04
O008742,P0080,3,554.43
O008742,P0064,1,3327.67
O008743,P0136,1,2183.7
O008743,P0130,2,5288.74
O008744,P0069,4,1378.61
O008744,P0005,1,1657.51
O008745,P0124,3,2223.09
O008746,P0119,2,1684.37
O008747,P0129,2,1530.39
O008748,P0040,1,542.08
O008749,P0081,2,976.35
O008749,P0101,2,1088.52
O008750,P0136,1,2228.72
O008751,P0050,1,1418.24
O008751,P0138,1,2205.03
O008752,P0064,1,3093.39
O008752,P0134,1,5983.72
O008752,P0046,1,2448.9
O008753,P0017,1,512.45
O008754,P0014,1,2732.85
O008754,P0105,2,1308.41
O008755,P0106,1,2077.51
O008755,P0081,1,988.25
O008756,P0121,2,1752.1
O008757,P0137,1,2561.83
O008757,P0042,1,812.66
O008757,P0079,2,4668.03
O008757,P0064,3,3164.47
O008758,P0059,2,2126.15
O008759,P0125,1,3551.28
O008760,P0059,2,2052.41
O008760,P0016,1,2129.56
O008761,P0121,3,1694.79
O008762,P0046,2,2403.52
O008762,P0115,3,1082.75
O008763,P0127,2,689.38
O008764,P0108,2,3691.05
O008764,P0092,1,359.95
O008765,P0084,1,775.65
O008765,P0062,3,2300.86
O008766,P0044,1,1319.6
O008767,P0103,1,163.34
O008767,P0041,1,715.11
O008768,P0011,3,493.61
O008769,P0024,1,2285.03
O008770,P0010,1,824.15
O008770,P0109,1,2764.58
O008771,P0007,3,3477.94
O008772,P0129,2,1602.53
O008773,P0122,3,1295.97
O008773,P0134,3,6804.82
O008773,P0045,2,694.28
O008774,P0095,1,2996.72
O008775,P0014,1,2775.38
O008776,P0016,2,1836.63
O008777,P0034,1,469.63
O008778,P0047,2,2690.71
O008779,P0121,1,1876.35
O008780,P0080,3,516.82
O008780,P0006,1,1516.94
O008780,P0073,1,888.14
O008781,P0082,1,390.02
O008782,P0115,2,1023.07
O008783,P0101,2,1105.77
O008784,P0031,1,444.07
O008785,P0036,1,2309.33
O008786,P0046,1,2398.04
O008787,P0142,2,2939.73
O008787,P0042,1,786.37
O008788,P0133,1,505.47
O008788,P0005,2,1698.0
O008789,P0115,3,982.14
O008789,P0044,2,1493.7
O008790,P0054,2,2237.46
O008791,P0053,2,3726.75
O008792,P0085,1,905.77
O008793,P0032,2,4421.55
O008793,P0124,1,2107.37
O008794,P0002,1,2157.99
O008795,P0098,1,3511.8
O008796,P0083,2,1348.43
O008797,P0135,2,365.4
O008798,P0113,1,1366.97
O008799,P0001,2,4603.36
O008800,P0121,1,1872.62
O008801,P0068,2,1052.18
O008802,P0034,3,453.5
O008803,P0103,1,149.7
O008803,P0148,1,912.28
O008804,P0010,3,895.99
O008805,P0059,1,2009.74
O008805,P0057,3,1240.76
O008806,P0032,1,4044.11
O008807,P0094,1,8581.22
O008807,P0031,1,460.04
O008808,P0115,2,1090.78
O008809,P0141,2,3487.84
O008809,P0046,2,2514.34
O008810,P0148,1,911.27
O008811,P0001,1,4865.29
O008811,P0145,4,401.89
O008812,P0060,1,286.69
O008813,P0123,1,3676.22
O008813,P0071,3,359.75
O008814,P0028,4,2565.89
O008814,P0056,1,1927.08
O008815,P0150,1,1594.67
O008816,P0074,2,2881.44
O008816,P0143,1,2867.83
O008817,P0110,1,1165.82
O008818,P0140,1,632.52
O008818,P0051,1,733.17
O008819,P0102,2,497.27
O008819,P0137,1,2337.82
O008820,P0008,1,1833.28
O008821,P0147,1,799.72
O008821,P0081,1,935.71
O008822,P0017,1,449.19
O008823,P0030,1,4906.21
O008823,P0141,1,3299.09
O008824,P0064,1,3191.35
O008825,P0037,3,939.89
O008826,P0080,1,547.96
O008827,P0105,1,1465.08
O008828,P0119,1,1649.39
O008829,P0035,1,408.5
O008829,P0028,1,2493.09
O008830,P0138,1,1971.87
O008831,P0059,1,2149.71
O008832,P0129,2,1506.62
O008833,P0109,1,2717.27
O008833,P0111,3,1062.48
O008834,P0143,2,2724.41
O008835,P0117,2,3717.48
O008836,P0077,1,1292.83
O008837,P0032,2,4163.22
O008837,P0134,1,5940.52
O008838,P0067,2,1248.98
O008838,P0006,1,1512.32
O008839,P0132,1,2389.08
O008840,P0063,1,750.16
O008841,P0130,1,5299.87
O008842,P0109,1,2982.73
O008843,P0014,2,2736.14
O008844,P0007,2,3502.65
O008844,P0132,1,2378.35
O008845,P0006,3,1534.95
O008845,P0145,1,393.24
O008846,P0012,2,1478.25
O008846,P0063,1,748.69
O008847,P0041,3,731.72
O008847,P0004,3,430.7
O008847,P0054,1,2108.31
O008848,P0143,1,2728.83
O008849,P0110,1,1200.56
O008849,P0087,1,715.02
O008850,P0147,4,784.0
O008851,P0016,1,1932.12
O008851,P0146,2,386.9
O008852,P0100,1,399.13
O008852,P0042,2,864.55
O008853,P0012,1,1462.98
O008854,P0036,3,2237.47
O008854,P0050,2,1378.94
O008855,P0100,3,427.34
O008855,P0074,1,2927.67
O008856,P0043,1,163.1
O008857,P0118,2,2594.86
O008857,P0006,3,1554.41
O008857,P0150,1,1516.95
O008858,P0027,1,1218.23
O008858,P0037,2,963.11
O008858,P0134,4,6774.05
O008859,P0133,2,495.16
O008860,P0112,1,1637.75
O008861,P0029,1,621.87
O008861,P0058,2,1509.98
O008862,P0103,1,155.16
O008863,P0071,2,323.04
O008864,P0001,2,4832.12
O008864,P0092,1,336.84
O008865,P0026,2,690.46
O008865,P0040,1,502.64
O008866,P0063,1,685.64
O008867,P0054,2,2298.0
O008868,P0061,1,2618.28
O008868,P0087,3,713.49
O008869,P0102,1,563.78
O008869,P0033,1,3436.27
O008870,P0096,1,1375.75
O008870,P0101,2,1056.71
O008871,P0015,2,2185.0
O008872,P0129,3,1533.14
O008873,P0098,4,3501.44
O008873,P0052,1,870.2
O008874,P0114,1,435.11
O008874,P0010,1,837.63
O008875,P0009,2,894.53
O008876,P0150,2,1573.8
O008877,P0119,1,1663.88
O008877,P0142,1,2646.8
O008878,P0149,1,818.78
O008879,P0091,4,11025.93
O008879,P0080,3,552.02
O008880,P0095,4,3047.55
O008880,P0010,4,861.83
O008881,P0097,2,580.76
O008881,P0018,2,1229.41
O008881,P0060,1,292.9
O008881,P0130,2,4949.85
O008882,P0130,1,4816.58
O008883,P0094,1,7577.57
O008884,P0051,2,746.09
O008884,P0055,1,1477.49
O008885,P0045,1,660.87
O008886,P0044,3,1470.05
O008886,P0045,2,706.71
O008887,P0137,1,2702.78
O008887,P0034,1,434.75
O008887,P0013,1,482.91
O008887,P0117,3,3249.58
O008888,P0059,1,2097.89
O008888,P0003,1,533.09
O008889,P0138,2,2145.95
O008890,P0093,1,2041.78
O008890,P0082,1,423.35
O008891,P0006,1,1565.38
O008891,P0031,1,470.75
O008892,P0090,3,913.23
O008892,P0038,1,648.05
O008893,P0035,2,400.65
O008893,P0011,2,522.28
O008894,P0026,4,722.89
O008894,P0026,4,739.8
O008895,P0035,2,359.82
O008895,P0144,1,3276.15
O008896,P0132,2,2566.32
O008897,P0069,2,1329.31
O008898,P0082,1,372.33
O008899,P0092,1,363.51
O008900,P0058,2,1579.3
O008900,P0091,1,10902.19
O008901,P0088,1,1088.63
O008902,P0075,3,2256.13
O008902,P0149,1,849.4
O008902,P0043,4,155.17
O008903,P0148,3,864.3
O008904,P0007,2,3379.68
O008904,P0121,4,1675.39
O008905,P0090,3,948.08
O008906,P0036,4,2124.08
O008906,P0053,4,3602.47
O008907,P0103,1,161.74
O008908,P0107,1,1024.04
O008908,P0066,2,1769.09
O008909,P0121,1,1840.02
O008910,P0038,1,582.5
O008911,P0100,2,443.89
O008912,P0071,2,349.38
O008913,P0044,4,1395.27
O008914,P0058,3,1415.09
O008914,P0027,1,1268.14
O008915,P0018,1,1129.18
O008915,P0045,1,698.11
O008916,P0106,2,2150.07
O008916,P0136,3,2380.1
O008917,P0115,2,1048.51
O008918,P0109,1,2701.78
O008919,P0121,1,1726.48
O008920,P0034,2,457.08
O008921,P0049,1,1571.06
O008922,P0073,1,965.55
O008923,P0051,1,825.58
O008924,P0042,2,792.71
O008925,P0144,4,2972.73
O008925,P0117,1,3381.72
O008926,P0131,1,517.94
O008927,P0018,1,1203.28
O008928,P0097,1,546.04
O008928,P0007,3,3102.41
O008929,P0143,1,2670.04
O008929,P0095,2,3061.31
O008930,P0032,3,4323.86
O008931,P0132,3,2544.77
O008931,P0037,1,967.77
O008932,P0036,2,2231.04
O008932,P0136,1,2194.29
O008933,P0003,2,561.49
O008933,P0029,2,657.35
O008934,P0119,1,1634.46
O008934,P0148,4,877.17
O008935,P0047,2,2511.86
O008936,P0085,2,881.09
O008937,P0053,1,3379.71
O008938,P0038,1,586.43
O008938,P0100,1,415.05
O008938,P0046,2,2227.3
O008939,P0081,1,881.5
O008940,P0045,1,667.44
O008941,P0134,1,6115.16
O008942,P0046,1,2563.14
O008942,P0028,1,2422.26
O008943,P0106,2,1972.65
O008944,P0010,1,851.3
O008944,P0125,1,3647.24
O008945,P0019,1,944.85
O008946,P0087,1,679.23
O008946,P0019,2,1009.95
O008947,P0094,4,8547.27
O008948,P0112,2,1738.56
O008949,P0021,1,1839.38
O008949,P0035,1,367.12
O008950,P0150,1,1558.21
O008951,P0012,2,1461.1
O008952,P0041,1,737.2
O008952,P0035,1,356.88
O008953,P0096,2,1338.25
O008953,P0052,3,875.03
O008954,P0054,3,2341.06
O008954,P0081,1,914.34
O008954,P0023,1,900.75
O008955,P0068,1,993.32
O008955,P0091,3,11056.37
O008956,P0143,2,2896.53
O008956,P0104,2,513.18
O008956,P0019,1,919.39
O008957,P0135,1,387.26
O008958,P0143,3,2967.39
O008958,P0065,2,251.93
O008959,P0136,1,2392.52
O008959,P0101,3,1105.47
O008959,P0150,1,1681.46
O008960,P0023,2,855.47
O008960,P0066,1,1585.01
O008961,P0133,2,500.35
O008962,P0029,1,638.45
O008963,P0082,1,424.35
O008964,P0083,1,1460.05
O008965,P0114,2,463.41
O008966,P0046,1,2398.44
O008967,P0005,1,1618.34
O008968,P0075,1,2098.36
O008968,P0026,2,788.57
O008969,P0131,2,597.58
O008970,P0078,2,1229.43
O008970,P0132,1,2418.79
O008971,P0089,1,992.01
O008971,P0038,1,568.72
O008972,P0004,1,396.19
O008973,P0104,1,489.52
O008974,P0028,4,2682.89
O008974,P0024,1,2267.9
O008975,P0090,1,928.75
O008976,P0022,1,950.98
O008976,P0007,2,3397.52
O008977,P0138,1,2061.73
O008978,P0059,1,1889.56
O008979,P0057,1,1324.26
O008979,P0093,2,2187.53
O008979,P0056,1,1934.82
O008980,P0020,4,1483.53
O008981,P0120,1,3993.85
O008981,P0148,2,895.87
O008982,P0125,1,3320.87
O008983,P0071,1,362.61
O008984,P0050,3,1379.54
O008985,P0083,2,1487.92
O008986,P0111,1,1162.58
O008987,P0093,1,2108.9
O008988,P0041,4,760.56
O008989,P0125,1,3373.93
O008990,P0066,2,1628.67
O008991,P0111,1,1080.38
O008992,P0098,3,3346.18
O008992,P0035,1,399.19
O008993,P0056,1,2129.68
O008994,P0141,3,3269.5
O008994,P0125,2,3653.45
O008995,P0048,2,1586.88
O008995,P0015,1,2050.99
O008995,P0018,1,1212.4
O008995,P0015,1,1909.03
O008996,P0037,1,1049.42
O008996,P0075,1,1979.96
O008996,P0097,2,563.8
O008997,P0115,1,1033.16
O008997,P0022,1,883.52
O008997,P0027,2,1391.44
O008998,P0065,4,250.42
O008999,P0001,4,5226.8
O008999,P0147,1,820.79
O009000,P0106,2,1901.02
O009000,P0007,1,3344.05
O009001,P0030,1,5062.65
O009002,P0131,1,551.14
O009003,P0115,2,1073.98
O009004,P0047,2,2521.22
O009005,P0036,1,2246.22
O009006,P0116,1,2252.04
O009007,P0027,2,1296.76
O009007,P0045,3,630.27
O009007,P0032,1,4421.67
O009007,P0062,4,2512.16
O009008,P0101,1,1057.47
O009009,P0102,3,505.3
O009009,P0055,1,1450.4
O009010,P0052,2,883.01
O009011,P0033,1,3368.42
O009011,P0089,1,863.82
O009012,P0033,2,3239.39
O009013,P0117,1,3333.99
O009013,P0105,1,1468.72
O009013,P0065,2,245.82
O009014,P0062,2,2586.77
O009014,P0026,3,757.96
O009015,P0105,3,1341.4
O009015,P0010,3,890.71
O009016,P0081,2,974.97
O009017,P0047,2,2604.24
O009018,P0131,2,543.36
O009018,P0141,1,3231.65
O009019,P0020,1,1494.15
O009019,P0137,2,2684.38
O009020,P0019,1,954.39
O009021,P0083,1,1537.35
O009021,P0140,3,575.91
O009022,P0075,2,2141.69
O009022,P0021,1,2018.08
O009023,P0093,4,2200.06
O009023,P0117,1,3596.03
O009024,P0131,1,578.12
O009025,P0138,1,2005.21
O009025,P0120,3,3847.59
O009026,P0124,1,2241.17
O009027,P0110,1,1170.43
O009027,P0056,1,2004.09
O009028,P0025,1,549.34
O009029,P0115,1,1086.71
O009030,P0020,2,1449.13
O009030,P0009,1,973.0
O009031,P0105,1,1378.37
O009031,P0130,1,5346.56
O009032,P0050,1,1433.52
O009033,P0098,1,3524.92
O009034,P0133,1,569.56
O009035,P0062,1,2583.17
O009035,P0007,1,3294.71
O009036,P0044,1,1428.25
O009037,P0078,2,1193.03
O009038,P0107,1,949.31
O009039,P0098,1,3410.74
O009039,P0060,1,288.8
O009040,P0074,1,2716.02
O009041,P0009,1,879.02
O009041,P0116,3,2070.6
O009042,P0092,1,364.59
O009043,P0145,1,389.05
O009044,P0085,2,878.31
O009044,P0150,2,1542.85
O009045,P0133,1,496.99
O009046,P0062,1,2280.16
O009047,P0054,1,2269.9
O009048,P0146,2,379.04
O009048,P0021,1,1848.27
O009049,P0016,2,2058.93
O009049,P0086,2,3934.97
O009049,P0101,2,1029.28
O009049,P0066,1,1755.9
O009050,P0082,2,390.6
O009051,P0002,2,2466.07
O009051,P0086,1,3801.96
O009052,P0126,1,497.76
O009053,P0062,1,2360.07
O009054,P0019,1,922.76
O009055,P0037,3,1023.2
O009055,P0063,1,754.6
O009056,P0112,1,1694.09
O009057,P0110,1,1266.25
O009058,P0101,3,1045.12
O009059,P0019,2,968.12
O009060,P0076,1,893.28
O009061,P0118,1,2523.04
O009061,P0094,1,7757.89
O009062,P0142,1,2991.03
O009063,P0002,1,2295.34
O009063,P0040,1,520.26
O009064,P0094,1,7639.96
O009065,P0005,1,1664.28
O009065,P0016,2,1889.62
O009066,P0076,1,885.97
O009067,P0032,2,4282.27
O009068,P0127,1,672.1
O009068,P0059,3,2106.86
O009069,P0040,1,560.93
O009069,P0088,1,1179.71
O009070,P0125,1,3232.78
O009071,P0055,1,1444.68
O009071,P0107,4,1084.01
O009072,P0149,1,851.9
O009073,P0089,2,908.58
O009073,P0114,1,477.48
O009074,P0121,1,1914.39
O009074,P0044,3,1371.28
O009075,P0057,2,1237.69
O009076,P0139,1,713.5
O009076,P0091,1,10023.87
O009076,P0100,1,445.21
O009077,P0028,1,2755.73
O009078,P0107,1,1026.77
O009079,P0081,2,961.03
O009080,P0016,2,1916.82
O009080,P0012,1,1360.75
O009081,P0013,4,460.37
O009081,P0143,1,3055.27
O009082,P0101,1,1040.01
O009082,P0025,2,565.23
O009083,P0053,2,3473.28
O009084,P0028,1,2433.18
O009085,P0142,1,2961.21
O009085,P0121,1,1884.84
O009086,P0014,1,2423.25
O009086,P0078,1,1322.26
O009087,P0148,3,884.17
O009088,P0053,4,3710.71
O009088,P0012,3,1359.85
O009089,P0082,1,405.33
O009089,P0148,2,932.55
O009090,P0076,1,971.73
O009091,P0067,2,1266.08
O009092,P0023,2,981.6
O009092,P0043,4,155.64
O009093,P0023,2,892.14
O009094,P0038,3,567.41
O009095,P0023,1,942.34
O009095,P0066,2,1733.47
O009096,P0116,1,2052.59
O009097,P0137,1,2547.97
O009098,P0012,2,1467.62
O009099,P0085,1,883.35
O009100,P0014,1,2702.99
O009100,P0080,3,596.54
O009101,P0112,1,1806.42
O009102,P0017,1,472.56
O009102,P0144,1,3337.28
O009102,P0081,1,954.38
O009103,P0076,1,958.05
O009103,P0113,2,1321.5
O009103,P0048,4,1449.8
O009104,P0107,1,1037.32
O009105,P0072,2,2579.29
O009106,P0143,2,2619.51
O009106,P0103,1,159.53
O009107,P0080,1,523.01
O009108,P0035,2,389.29
O009108,P0050,1,1538.67
O009109,P0080,1,555.34
O009109,P0108,1,3768.46
O009109,P0146,2,377.44
O009110,P0071,2,319.53
O009111,P0148,1,887.98
O009112,P0086,3,3780.82
O009112,P0088,2,1075.21
O009112,P0129,1,1387.67
O009113,P0021,1,1998.01
O009114,P0036,1,2104.7
O009115,P0138,1,2051.12
O009115,P0135,1,409.94
O009116,P0035,1,394.13
O009117,P0115,1,1120.69
O009117,P0103,1,156.43
O009118,P0065,1,259.16
O009119,P0034,1,422.44
O009119,P0015,1,1992.29
O009120,P0068,1,1032.72
O009121,P0008,1,1925.06
O009121,P0085,2,942.27
O009121,P0091,1,10556.99
O009122,P0142,1,2929.98
O009122,P0017,3,491.62
O009123,P0081,1,881.15
O009124,P0003,1,548.71
O009125,P0077,1,1211.83
O009126,P0048,1,1522.67
O009126,P0016,2,1889.66
O009126,P0128,2,654.95
O009127,P0032,1,4232.73
O009128,P0147,2,734.97
O009129,P0095,1,2945.72
O009130,P0108,3,3548.62
O009131,P0034,4,472.74
O009131,P0096,1,1353.58
O009132,P0102,2,539.38
O009132,P0027,2,1260.15
O009133,P0034,2,439.28
O009133,P0139,1,671.36
O009133,P0084,2,873.71
O009134,P0037,2,944.94
O009135,P0150,1,1666.17
O009136,P0039,2,5344.62
O009137,P0001,2,4504.06
O009138,P0013,2,477.22
O009139,P0112,1,1671.81
O009139,P0065,2,238.61
O009139,P0056,1,1995.5
O009140,P0143,1,2781.25
O009141,P0027,1,1349.01
O009141,P0086,1,4147.08
O009141,P0041,1,766.31
O009142,P0035,3,405.29
O009142,P0100,1,422.35
O009143,P0005,1,1540.31
O009144,P0148,2,857.68
O009144,P0019,1,903.35
O009145,P0012,1,1352.98
O009145,P0136,2,2364.12
O009146,P0060,1,257.4
O009147,P0083,3,1446.33
O009148,P0015,1,1958.15
O009149,P0029,1,619.65
O009149,P0059,2,2030.77
O009150,P0032,2,4240.1
O009151,P0125,1,3427.42
