order_id,customer_id,order_date,payment_method,status
O005474,C00639,2025-12-23,Credit Card,Delivered
O005475,C02640,2025-04-01,UPI,Delivered
O005476,C00052,2025-01-06,Debit Card,Delivered
O005477,C04913,2025-07-17,Credit Card,Delivered
O005478,C01472,2025-12-31,UPI,Delivered
O005479,C00330,2025-07-15,Credit Card,Delivered
O005480,C03666,2025-10-23,UPI,Delivered
O005481,C00785,2025-12-13,Credit Card,Delivered
O005482,C00296,2025-11-18,COD,Delivered
O005483,C00346,2025-05-17,Net Banking,Delivered
O005484,C02202,2025-09-24,UPI,Delivered
O005485,C02280,2025-04-26,Credit Card,Delivered
O005486,C02380,2025-02-12,UPI,Delivered
O005487,C01506,2025-08-19,UPI,Delivered
O005488,C03875,2025-02-27,UPI,Cancelled
O005489,C04475,2025-07-25,COD,Delivered
O005490,C03448,2025-10-21,COD,Delivered
O005491,C01995,2025-04-04,Debit Card,Delivered
O005492,C00568,2025-02-05,UPI,Delivered
O005493,C03957,2025-08-18,UPI,Delivered
O005494,C00030,2025-08-15,UPI,Delivered
O005495,C03501,2025-07-02,UPI,Cancelled
O005496,C03659,2025-09-19,Credit Card,Delivered
O005497,C02542,2025-05-11,Debit Card,Delivered
O005498,C02612,2025-03-06,Credit Card,Delivered
O005499,C03268,2025-07-05,Debit Card,Delivered
O005500,C03895,2025-04-27,Credit Card,Delivered
O005501,C03210,2025-07-05,Credit Card,Delivered
O005502,C00694,2025-10-01,COD,Delivered
O005503,C02043,2025-05-31,Credit Card,Delivered
O005504,C03874,2025-12-18,Net Banking,Delivered
O005505,C04767,2025-05-31,UPI,Cancelled
O005506,C02752,2025-02-05,Net Banking,Delivered
O005507,C01504,2025-11-22,Debit Card,Delivered
O005508,C00178,2025-04-05,UPI,Returned
O005509,C02784,2025-05-14,UPI,Delivered
O005510,C02720,2025-06-11,UPI,Delivered
O005511,C01745,2025-02-13,Credit Card,Delivered
O005512,C00994,2025-10-27,Credit Card,Delivered
O005513,C04899,2025-10-10,UPI,Delivered
O005514,C03321,2025-12-22,Credit Card,Delivered
O005515,C03047,2025-08-28,Net Banking,Delivered
O005516,C02389,2025-02-21,UPI,Delivered
O005517,C04896,2025-10-08,Net Banking,Delivered
O005518,C02000,2025-03-15,COD,Delivered
O005519,C00535,2025-10-22,UPI,Delivered
O005520,C03030,2025-08-26,UPI,Returned
O005521,C00735,2025-06-16,Debit Card,Delivered
O005522,C03238,2025-05-20,COD,Delivered
O005523,C00950,2025-05-19,Net Banking,Delivered
O005524,C00548,2025-08-23,Debit Card,Delivered
O005525,C00312,2025-01-03,COD,Delivered
O005526,C00969,2025-09-13,COD,Delivered
O005527,C02275,2025-10-05,COD,Delivered
O005528,C01083,2025-01-04,UPI,Delivered
O005529,C02817,2025-09-27,Debit Card,Delivered
O005530,C00721,2025-07-31,Credit Card,Delivered
O005531,C04345,2025-08-04,Net Banking,Delivered
O005532,C02010,2025-09-27,UPI,Delivered
O005533,C02309,2025-01-16,Net Banking,Delivered
O005534,C01427,2025-03-05,UPI,Delivered
O005535,C04154,2025-08-27,Debit Card,Delivered
O005536,C03129,2025-01-16,UPI,Delivered
O005537,C03754,2025-02-21,UPI,Cancelled
O005538,C00073,2025-01-19,Debit Card,Delivered
O005539,C04081,2025-11-21,Credit Card,Delivered
O005540,C04149,2025-04-03,Net Banking,Delivered
O005541,C02617,2025-09-18,COD,Delivered
O005542,C04990,2025-10-25,Credit Card,Returned
O005543,C04199,2025-01-17,Debit Card,Delivered
O005544,C01136,2025-04-21,UPI,Delivered
O005545,C00819,2025-11-24,UPI,Delivered
O005546,C00918,2025-12-26,Net Banking,Delivered
O005547,C01531,2025-04-04,UPI,Delivered
O005548,C04466,2025-01-10,Credit Card,Delivered
O005549,C01050,2025-07-31,Credit Card,Delivered
O005550,C00025,2025-08-25,Credit Card,Delivered
O005551,C04933,2025-09-11,Debit Card,Delivered
O005552,C00928,2025-01-16,Credit Card,Delivered
O005553,C03593,2025-05-24,Credit Card,Delivered
O005554,C01846,2025-02-11,Debit Card,Delivered
O005555,C03860,2025-01-03,Debit Card,Delivered
O005556,C02500,2025-06-05,Net Banking,Delivered
O005557,C04803,2025-06-22,Debit Card,Cancelled
O005558,C04779,2025-01-24,UPI,Cancelled
O005559,C01928,2025-10-02,UPI,Delivered
O005560,C00686,2025-03-16,UPI,Delivered
O005561,C02015,2025-02-09,Net Banking,Delivered
O005562,C01682,2025-10-29,Credit Card,Delivered
O005563,C00139,2025-02-09,Credit Card,Delivered
O005564,C00498,2025-03-03,Debit Card,Returned
O005565,C02889,2025-08-26,UPI,Delivered
O005566,C01049,2025-09-02,Debit Card,Delivered
O005567,C00406,2025-01-18,Credit Card,Delivered
O005568,C01751,2025-05-20,Credit Card,Delivered
O005569,C02494,2025-03-23,Debit Card,Delivered
O005570,C02725,2025-07-08,UPI,Delivered
O005571,C01617,2025-04-18,UPI,Delivered
O005572,C02868,2025-08-22,Credit Card,Delivered
O005573,C01101,2025-09-25,UPI,Cancelled
O005574,C03396,2025-04-14,Credit Card,Cancelled
O005575,C00480,2025-05-14,Credit Card,Delivered
O005576,C04380,2025-12-10,Debit Card,Delivered
O005577,C01710,2025-02-02,UPI,Delivered
O005578,C03240,2025-08-25,Debit Card,Delivered
O005579,C03535,2025-12-02,UPI,Delivered
O005580,C04193,2025-06-27,COD,Delivered
O005581,C00453,2025-01-12,UPI,Delivered
O005582,C04489,2025-12-17,Credit Card,Delivered
O005583,C01914,2025-08-17,UPI,Delivered
O005584,C01370,2025-11-05,Credit Card,Delivered
O005585,C02434,2025-09-26,COD,Delivered
O005586,C00531,2025-12-24,UPI,Delivered
O005587,C01944,2025-05-11,COD,Delivered
O005588,C02498,2025-09-06,Credit Card,Delivered
O005589,C01552,2025-02-27,UPI,Delivered
O005590,C00405,2025-01-04,Debit Card,Delivered
O005591,C00522,2025-08-24,Credit Card,Cancelled
O005592,C00618,2025-06-22,Credit Card,Delivered
O005593,C02065,2025-11-18,Debit Card,Delivered
O005594,C04300,2025-02-05,Net Banking,Returned
O005595,C01737,2025-10-06,Credit Card,Delivered
O005596,C03762,2025-08-25,Debit Card,Delivered
O005597,C01535,2025-10-02,UPI,Delivered
O005598,C01034,2025-10-23,UPI,Delivered
O005599,C04880,2025-11-24,UPI,Delivered
O005600,C01793,2025-02-27,UPI,Delivered
O005601,C03721,2025-12-29,Credit Card,Delivered
O005602,C02237,2025-01-18,Credit Card,Cancelled
O005603,C02334,2025-02-05,Net Banking,Delivered
O005604,C01741,2025-05-09,UPI,Delivered
O005605,C00328,2025-01-01,Debit Card,Delivered
O005606,C00695,2025-03-05,UPI,Delivered
O005607,C02929,2025-03-03,Credit Card,Delivered
O005608,C02484,2025-11-27,UPI,Delivered
O005609,C00331,2025-05-26,Debit Card,Delivered
O005610,C00775,2025-09-29,Net Banking,Cancelled
O005611,C01281,2025-01-17,UPI,Delivered
O005612,C01056,2025-10-07,UPI,Delivered
O005613,C02366,2025-04-08,Credit Card,Delivered
O005614,C03215,2025-08-15,Net Banking,Delivered
O005615,C03026,2025-08-31,Net Banking,Delivered
O005616,C01116,2025-07-20,Credit Card,Delivered
O005617,C04285,2025-06-28,UPI,Delivered
O005618,C00845,2025-09-27,Credit Card,Delivered
O005619,C02082,2025-08-22,Credit Card,Delivered
O005620,C00118,2025-04-22,COD,Delivered
O005621,C04875,2025-03-07,UPI,Delivered
O005622,C03036,2025-12-04,Net Banking,Delivered
O005623,C02048,2025-12-15,Credit Card,Delivered
O005624,C01238,2025-09-02,UPI,Delivered
O005625,C02177,2025-09-02,UPI,Delivered
O005626,C00212,2025-03-13,UPI,Delivered
O005627,C04257,2025-12-23,Credit Card,Delivered
O005628,C03181,2025-02-18,Net Banking,Delivered
O005629,C01601,2025-12-12,Credit Card,Delivered
O005630,C03136,2025-07-09,UPI,Delivered
O005631,C00032,2025-10-20,Debit Card,Delivered
O005632,C03197,2025-06-26,Debit Card,Delivered
O005633,C04717,2025-06-10,UPI,Delivered
O005634,C03242,2025-05-30,UPI,Delivered
O005635,C00902,2025-03-11,UPI,Delivered
O005636,C04341,2025-02-02,UPI,Delivered
O005637,C02304,2025-10-11,Credit Card,Delivered
O005638,C03870,2025-12-10,COD,Delivered
O005639,C04840,2025-09-17,Debit Card,Delivered
O005640,C02151,2025-11-18,Debit Card,Delivered
O005641,C03033,2025-03-18,UPI,Delivered
O005642,C04633,2025-04-20,UPI,Delivered
O005643,C03345,2025-11-01,UPI,Delivered
O005644,C02668,2025-05-19,Credit Card,Delivered
O005645,C04123,2025-02-04,Debit Card,Returned
O005646,C00651,2025-08-23,Net Banking,Delivered
O005647,C04230,2025-11-26,UPI,Delivered
O005648,C01615,2025-07-19,Debit Card,Delivered
O005649,C04824,2025-11-21,UPI,Delivered
O005650,C04811,2025-05-31,Credit Card,Delivered
O005651,C02154,2025-02-03,Credit Card,Delivered
O005652,C00477,2025-05-04,UPI,Delivered
O005653,C03016,2025-02-01,Net Banking,Returned
O005654,C02936,2025-09-29,Debit Card,Delivered
O005655,C03387,2025-11-20,Debit Card,Delivered
O005656,C03082,2025-11-06,UPI,Delivered
O005657,C03636,2025-05-04,COD,Delivered
O005658,C02775,2025-11-12,UPI,Delivered
O005659,C03968,2025-03-19,UPI,Returned
O005660,C03430,2025-03-17,UPI,Delivered
O005661,C04831,2025-03-01,UPI,Delivered
O005662,C04586,2025-03-26,Credit Card,Delivered
O005663,C04820,2025-03-21,Debit Card,Delivered
O005664,C04144,2025-06-21,UPI,Delivered
O005665,C01209,2025-09-15,Credit Card,Delivered
O005666,C02151,2025-10-06,Debit Card,Delivered
O005667,C01248,2025-08-09,COD,Delivered
O005668,C03865,2025-02-15,UPI,Delivered
O005669,C03675,2025-03-14,COD,Delivered
O005670,C01401,2025-02-23,Net Banking,Delivered
O005671,C03031,2025-11-23,UPI,Delivered
O005672,C04207,2025-08-09,Debit Card,Delivered
O005673,C00322,2025-12-03,Debit Card,Delivered
O005674,C03712,2025-01-09,COD,Delivered
O005675,C04859,2025-11-22,UPI,Delivered
O005676,C03225,2025-06-21,UPI,Delivered
O005677,C02989,2025-03-25,Credit Card,Delivered
O005678,C01815,2025-11-26,UPI,Delivered
O005679,C01380,2025-11-25,UPI,Delivered
O005680,C00343,2025-01-12,COD,Delivered
O005681,C04728,2025-02-01,Debit Card,Delivered
O005682,C01441,2025-12-05,Debit Card,Delivered
O005683,C04872,2025-10-16,COD,Delivered
O005684,C00737,2025-11-16,UPI,Cancelled
O005685,C04862,2025-10-31,Credit Card,Delivered
O005686,C01181,2025-09-29,Credit Card,Delivered
O005687,C00880,2025-06-27,UPI,Delivered
O005688,C01423,2025-04-24,Credit Card,Delivered
O005689,C02853,2025-01-26,Net Banking,Delivered
O005690,C02963,2025-08-25,Credit Card,Delivered
O005691,C04088,2025-11-06,UPI,Delivered
O005692,C00443,2025-06-21,Credit Card,Delivered
O005693,C03507,2025-08-21,UPI,Delivered
O005694,C00248,2025-02-06,UPI,Delivered
O005695,C02979,2025-09-22,Credit Card,Delivered
O005696,C01498,2025-01-13,UPI,Delivered
O005697,C02166,2025-11-12,UPI,Delivered
O005698,C04188,2025-04-16,Debit Card,Returned
O005699,C04054,2025-05-06,Credit Card,Cancelled
O005700,C01572,2025-12-02,Credit Card,Delivered
O005701,C04944,2025-05-10,UPI,Delivered
O005702,C01548,2025-11-12,UPI,Delivered
O005703,C01991,2025-09-13,UPI,Delivered
O005704,C01825,2025-04-25,Credit Card,Delivered
O005705,C03147,2025-10-26,COD,Delivered
O005706,C01747,2025-05-04,Net Banking,Delivered
O005707,C02761,2025-09-13,Net Banking,Delivered
O005708,C04301,2025-05-19,UPI,Delivered
O005709,C04637,2025-07-25,Credit Card,Delivered
O005710,C00826,2025-02-16,Credit Card,Delivered
O005711,C00023,2025-08-05,Credit Card,Delivered
O005712,C04229,2025-11-15,Credit Card,Delivered
O005713,C00059,2025-12-16,Credit Card,Delivered
O005714,C01680,2025-05-03,UPI,Delivered
O005715,C01630,2025-01-31,UPI,Delivered
O005716,C01941,2025-02-24,UPI,Delivered
O005717,C04869,2025-06-02,UPI,Delivered
O005718,C01526,2025-10-13,Net Banking,Delivered
O005719,C03243,2025-02-05,COD,Returned
O005720,C03198,2025-11-02,Debit Card,Delivered
O005721,C04062,2025-10-12,COD,Cancelled
O005722,C03158,2025-09-13,UPI,Returned
O005723,C00621,2025-06-27,UPI,Delivered
O005724,C03586,2025-02-05,COD,Delivered
O005725,C04652,2025-09-11,Debit Card,Returned
O005726,C00716,2025-06-11,COD,Delivered
O005727,C00106,2025-01-21,UPI,Returned
O005728,C02970,2025-10-21,Credit Card,Delivered
O005729,C00729,2025-03-16,UPI,Cancelled
O005730,C04401,2025-07-26,COD,Delivered
O005731,C02139,2025-06-27,Debit Card,Delivered
O005732,C02544,2025-02-06,Debit Card,Delivered
O005733,C03153,2025-04-30,Debit Card,Delivered
O005734,C00697,2025-04-28,Net Banking,Returned
O005735,C04230,2025-01-01,Credit Card,Returned
O005736,C00407,2025-07-28,Net Banking,Delivered
O005737,C01580,2025-11-07,UPI,Delivered
O005738,C03569,2025-07-27,Net Banking,Delivered
O005739,C02349,2025-06-03,UPI,Delivered
O005740,C03315,2025-09-07,UPI,Delivered
O005741,C03320,2025-06-20,Credit Card,Delivered
O005742,C00516,2025-11-11,Credit Card,Cancelled
O005743,C02145,2025-11-03,COD,Delivered
O005744,C03426,2025-04-17,COD,Delivered
O005745,C00953,2025-05-23,Net Banking,Delivered
O005746,C01746,2025-01-08,COD,Delivered
O005747,C04332,2025-04-04,UPI,Cancelled
O005748,C02185,2025-04-07,Debit Card,Cancelled
O005749,C03429,2025-01-07,UPI,Delivered
O005750,C01072,2025-10-01,UPI,Returned
O005751,C01188,2025-01-12,UPI,Returned
O005752,C00500,2025-01-02,UPI,Delivered
O005753,C02243,2025-12-15,COD,Delivered
O005754,C04370,2025-01-07,COD,Delivered
O005755,C02550,2025-01-12,Credit Card,Delivered
O005756,C01497,2025-12-06,UPI,Delivered
O005757,C02474,2025-02-26,Credit Card,Delivered
O005758,C00821,2025-03-19,Credit Card,Delivered
O005759,C01000,2025-03-15,UPI,Delivered
O005760,C00574,2025-08-21,UPI,Delivered
O005761,C04030,2025-10-06,COD,Cancelled
O005762,C04036,2025-01-30,UPI,Delivered
O005763,C01699,2025-11-10,Credit Card,Delivered
O005764,C03043,2025-04-05,Debit Card,Delivered
O005765,C03257,2025-11-04,COD,Delivered
O005766,C02188,2025-02-25,Debit Card,Delivered
O005767,C01779,2025-01-10,Credit Card,Delivered
O005768,C00049,2025-05-27,Credit Card,Returned
O005769,C01495,2025-12-30,Debit Card,Delivered
O005770,C01174,2025-03-28,Debit Card,Delivered
O005771,C01351,2025-09-10,COD,Delivered
O005772,C00919,2025-07-06,UPI,Delivered
O005773,C00351,2025-08-21,UPI,Delivered
O005774,C01927,2025-09-10,Credit Card,Delivered
O005775,C01918,2025-08-12,UPI,Delivered
O005776,C04374,2025-12-06,UPI,Delivered
O005777,C04661,2025-01-04,COD,Delivered
O005778,C01310,2025-12-19,UPI,Delivered
O005779,C04250,2025-04-22,Credit Card,Delivered
O005780,C04521,2025-07-12,Credit Card,Returned
O005781,C03960,2025-05-21,UPI,Delivered
O005782,C02350,2025-11-19,Credit Card,Delivered
O005783,C02962,2025-05-20,Net Banking,Delivered
O005784,C04767,2025-12-15,Net Banking,Delivered
O005785,C04105,2025-04-05,UPI,Delivered
O005786,C01502,2025-02-10,UPI,Delivered
O005787,C02824,2025-01-02,Credit Card,Delivered
O005788,C00068,2025-10-05,UPI,Delivered
O005789,C01332,2025-05-30,Net Banking,Cancelled
O005790,C04398,2025-02-10,Credit Card,Delivered
O005791,C02321,2025-12-17,COD,Delivered
O005792,C02608,2025-04-26,UPI,Delivered
O005793,C00764,2025-04-30,Net Banking,Delivered
O005794,C04613,2025-08-25,UPI,Delivered
O005795,C00478,2025-09-27,COD,Delivered
O005796,C04614,2025-12-15,UPI,Cancelled
O005797,C02790,2025-10-18,Net Banking,Delivered
O005798,C04142,2025-01-09,Credit Card,Delivered
O005799,C01024,2025-08-27,UPI,Delivered
O005800,C01893,2025-04-28,Credit Card,Delivered
O005801,C04543,2025-12-18,UPI,Delivered
O005802,C04739,2025-11-11,UPI,Delivered
O005803,C02427,2025-11-08,Debit Card,Delivered
O005804,C04743,2025-01-10,Debit Card,Delivered
O005805,C04112,2025-01-25,UPI,Delivered
O005806,C01532,2025-06-22,Debit Card,Delivered
O005807,C04700,2025-08-13,Credit Card,Delivered
O005808,C01402,2025-01-11,Credit Card,Delivered
O005809,C00655,2025-04-11,Debit Card,Delivered
O005810,C00775,2025-09-22,Credit Card,Delivered
O005811,C03696,2025-11-23,Credit Card,Delivered
O005812,C03824,2025-03-24,Credit Card,Delivered
O005813,C03256,2025-10-03,UPI,Delivered
O005814,C04070,2025-12-11,Credit Card,Delivered
O005815,C00610,2025-09-18,Net Banking,Delivered
O005816,C00385,2025-08-09,UPI,Returned
O005817,C00718,2025-11-07,UPI,Delivered
O005818,C03159,2025-08-07,COD,Delivered
O005819,C00192,2025-03-30,Net Banking,Delivered
O005820,C03276,2025-01-15,UPI,Cancelled
O005821,C02071,2025-09-03,COD,Cancelled
O005822,C02744,2025-06-25,UPI,Cancelled
O005823,C01643,2025-01-04,Credit Card,Delivered
O005824,C03573,2025-11-30,UPI,Delivered
O005825,C04019,2025-01-21,UPI,Delivered
O005826,C04945,2025-07-27,UPI,Delivered
O005827,C00159,2025-05-17,Debit Card,Delivered
O005828,C03386,2025-11-18,UPI,Delivered
O005829,C02010,2025-12-29,Credit Card,Cancelled
O005830,C04729,2025-08-04,Credit Card,Delivered
O005831,C02723,2025-04-27,UPI,Delivered
O005832,C03873,2025-06-28,UPI,Delivered
O005833,C03999,2025-09-03,Debit Card,Delivered
O005834,C01230,2025-05-08,Net Banking,Delivered
O005835,C03850,2025-12-24,Credit Card,Delivered
O005836,C03225,2025-03-19,Debit Card,Delivered
O005837,C01449,2025-08-17,Debit Card,Delivered
O005838,C01005,2025-10-20,COD,Delivered
O005839,C01779,2025-09-19,Debit Card,Cancelled
O005840,C00212,2025-03-23,UPI,Delivered
O005841,C03361,2025-12-08,UPI,Delivered
O005842,C00178,2025-12-04,COD,Delivered
O005843,C03743,2025-11-03,Debit Card,Cancelled
O005844,C04270,2025-03-07,Debit Card,Delivered
O005845,C04851,2025-04-06,COD,Delivered
O005846,C00623,2025-05-25,Debit Card,Delivered
O005847,C00644,2025-03-06,Debit Card,Delivered
O005848,C00031,2025-01-09,Net Banking,Delivered
O005849,C00004,2025-12-23,Net Banking,Cancelled
O005850,C04987,2025-07-05,UPI,Delivered
O005851,C00018,2025-06-07,Credit Card,Delivered
O005852,C01362,2025-01-31,Debit Card,Delivered
O005853,C04328,2025-05-31,UPI,Delivered
O005854,C01826,2025-11-15,Debit Card,Delivered
O005855,C00048,2025-08-30,Debit Card,Delivered
O005856,C03162,2025-06-05,UPI,Delivered
O005857,C02048,2025-02-28,UPI,Delivered
O005858,C00289,2025-01-10,COD,Delivered
O005859,C00170,2025-12-11,UPI,Delivered
O005860,C02944,2025-05-04,UPI,Delivered
O005861,C04195,2025-12-22,UPI,Delivered
O005862,C04779,2025-12-12,Debit Card,Delivered
O005863,C04793,2025-10-09,Debit Card,Delivered
O005864,C02191,2025-08-25,Net Banking,Delivered
O005865,C00306,2025-11-29,Debit Card,Delivered
O005866,C03827,2025-01-17,Debit Card,Returned
O005867,C00575,2025-11-20,Debit Card,Delivered
O005868,C01170,2025-01-23,COD,Delivered
O005869,C03747,2025-01-09,Debit Card,Delivered
O005870,C00001,2025-07-26,UPI,Cancelled
O005871,C04466,2025-02-14,Net Banking,Delivered
O005872,C00242,2025-11-27,COD,Delivered
O005873,C03839,2025-01-27,UPI,Cancelled
O005874,C03011,2025-07-07,Credit Card,Delivered
O005875,C02538,2025-05-20,UPI,Cancelled
O005876,C04861,2025-01-09,COD,Delivered
O005877,C02170,2025-08-22,COD,Cancelled
O005878,C02642,2025-04-02,Debit Card,Delivered
O005879,C04094,2025-03-18,Credit Card,Delivered
O005880,C03045,2025-12-06,UPI,Cancelled
O005881,C01836,2025-09-01,COD,Returned
O005882,C01885,2025-11-29,COD,Cancelled
O005883,C00333,2025-06-04,Debit Card,Delivered
O005884,C03918,2025-08-06,UPI,Delivered
O005885,C03763,2025-10-12,Net Banking,Returned
O005886,C04182,2025-05-30,Credit Card,Delivered
O005887,C00777,2025-11-25,COD,Delivered
O005888,C01496,2025-03-29,Debit Card,Delivered
O005889,C00370,2025-04-16,COD,Delivered
O005890,C00581,2025-10-21,UPI,Delivered
O005891,C01642,2025-04-05,Debit Card,Delivered
O005892,C01563,2025-09-10,COD,Delivered
O005893,C04488,2025-02-08,Debit Card,Delivered
O005894,C02054,2025-09-12,Credit Card,Delivered
O005895,C01845,2025-02-23,Debit Card,Delivered
O005896,C00438,2025-08-31,Net Banking,Cancelled
O005897,C03189,2025-04-20,Debit Card,Delivered
O005898,C01991,2025-09-11,Debit Card,Delivered
O005899,C03748,2025-04-22,Credit Card,Delivered
O005900,C03063,2025-06-23,UPI,Delivered
O005901,C03968,2025-07-08,UPI,Delivered
O005902,C03382,2025-08-09,Debit Card,Delivered
O005903,C04659,2025-09-06,Net Banking,Delivered
O005904,C01667,2025-02-21,Debit Card,Delivered
O005905,C04616,2025-06-11,Credit Card,Delivered
O005906,C03500,2025-02-04,COD,Delivered
O005907,C02462,2025-02-06,UPI,Delivered
O005908,C00826,2025-11-30,UPI,Delivered
O005909,C00892,2025-11-13,COD,Delivered
O005910,C03419,2025-04-21,Credit Card,Delivered
O005911,C03431,2025-06-26,Debit Card,Delivered
O005912,C00317,2025-01-09,UPI,Delivered
O005913,C01784,2025-10-02,Debit Card,Delivered
O005914,C01022,2025-05-01,Debit Card,Delivered
O005915,C04295,2025-04-15,Debit Card,Delivered
O005916,C01100,2025-06-05,UPI,Delivered
O005917,C03954,2025-12-02,COD,Delivered
O005918,C02468,2025-01-26,Debit Card,Delivered
O005919,C04966,2025-10-23,UPI,Delivered
O005920,C03678,2025-01-25,Debit Card,Delivered
O005921,C03518,2025-12-21,UPI,Delivered
O005922,C02451,2025-03-10,UPI,Delivered
O005923,C01708,2025-11-23,UPI,Delivered
O005924,C02417,2025-05-31,Debit Card,Delivered
O005925,C02708,2025-12-11,COD,Cancelled
O005926,C02562,2025-03-06,Net Banking,Delivered
O005927,C00030,2025-05-30,COD,Delivered
O005928,C00435,2025-11-16,COD,Delivered
O005929,C01196,2025-09-02,UPI,Delivered
O005930,C03322,2025-02-27,Debit Card,Delivered
O005931,C00047,2025-06-05,COD,Delivered
O005932,C00299,2025-04-22,Credit Card,Delivered
O005933,C01547,2025-05-03,Debit Card,Delivered
O005934,C03542,2025-12-19,Credit Card,Cancelled
O005935,C01450,2025-12-28,Net Banking,Delivered
O005936,C04483,2025-07-22,UPI,Delivered
O005937,C03555,2025-01-04,UPI,Delivered
O005938,C02761,2025-05-09,UPI,Delivered
O005939,C02504,2025-01-26,UPI,Delivered
O005940,C04258,2025-10-16,UPI,Delivered
O005941,C03379,2025-01-27,UPI,Delivered
O005942,C02799,2025-02-11,UPI,Delivered
O005943,C01439,2025-03-12,Net Banking,Cancelled
O005944,C04712,2025-03-05,COD,Delivered
O005945,C00339,2025-01-25,UPI,Delivered
O005946,C03296,2025-03-13,UPI,Delivered
O005947,C01964,2025-12-27,UPI,Delivered
O005948,C02924,2025-09-25,Net Banking,Delivered
O005949,C02409,2025-11-10,UPI,Delivered
O005950,C02834,2025-04-05,Credit Card,Delivered
O005951,C01930,2025-12-23,COD,Delivered
O005952,C02501,2025-12-30,Net Banking,Cancelled
O005953,C02073,2025-11-11,UPI,Returned
O005954,C01108,2025-04-27,UPI,Cancelled
O005955,C02296,2025-06-13,Credit Card,Delivered
O005956,C01546,2025-12-31,Debit Card,Returned
O005957,C02225,2025-10-05,Debit Card,Cancelled
O005958,C00166,2025-03-06,UPI,Delivered
O005959,C03420,2025-11-02,COD,Delivered
O005960,C00126,2025-09-17,UPI,Delivered
O005961,C03441,2025-08-16,UPI,Delivered
O005962,C00882,2025-07-19,UPI,Returned
O005963,C04166,2025-08-08,Credit Card,Delivered
O005964,C00523,2025-06-29,UPI,Returned
O005965,C01424,2025-12-24,Credit Card,Returned
O005966,C02720,2025-08-16,COD,Delivered
O005967,C01410,2025-09-09,UPI,Delivered
O005968,C03130,2025-10-26,Credit Card,Delivered
O005969,C03546,2025-12-27,COD,Delivered
O005970,C02982,2025-01-04,UPI,Delivered
O005971,C03151,2025-05-21,Net Banking,Delivered
O005972,C01095,2025-06-15,Credit Card,Delivered
O005973,C01140,2025-09-11,COD,Delivered
O005974,C04027,2025-06-02,Debit Card,Delivered
O005975,C03257,2025-03-08,COD,Cancelled
O005976,C00015,2025-02-24,Debit Card,Delivered
O005977,C01539,2025-04-06,COD,Delivered
O005978,C04796,2025-06-16,COD,Delivered
O005979,C04867,2025-11-17,UPI,Delivered
O005980,C01711,2025-11-27,Net Banking,Delivered
O005981,C02625,2025-12-08,Net Banking,Delivered
O005982,C01461,2025-03-03,Debit Card,Returned
O005983,C01817,2025-06-23,UPI,Delivered
O005984,C02239,2025-09-10,UPI,Delivered
O005985,C03638,2025-04-22,Debit Card,Delivered
O005986,C04252,2025-08-03,Debit Card,Delivered
O005987,C03210,2025-08-27,COD,Delivered
O005988,C01700,2025-08-15,Credit Card,Delivered
O005989,C02977,2025-08-18,Debit Card,Delivered
O005990,C00315,2025-08-21,Net Banking,Delivered
O005991,C01709,2025-06-12,Net Banking,Delivered
O005992,C03469,2025-05-06,Credit Card,Delivered
O005993,C04864,2025-09-10,UPI,Cancelled
O005994,C03754,2025-11-29,UPI,Delivered
O005995,C02459,2025-07-18,Debit Card,Delivered
O005996,C00136,2025-07-16,Credit Card,Delivered
O005997,C04713,2025-05-02,Credit Card,Delivered
O005998,C00814,2025-09-21,COD,Delivered
O005999,C02952,2025-02-23,UPI,Delivered
O006000,C02009,2025-05-15,UPI,Delivered
O006001,C02074,2025-12-05,COD,Delivered
O006002,C00766,2025-12-25,Credit Card,Delivered
O006003,C03795,2025-05-31,COD,Delivered
O006004,C04564,2025-04-10,Net Banking,Delivered
O006005,C02770,2025-08-22,Debit Card,Delivered
O006006,C03674,2025-02-01,Debit Card,Cancelled
O006007,C02953,2025-03-03,UPI,Cancelled
O006008,C04123,2025-07-15,UPI,Delivered
O006009,C00198,2025-01-30,Credit Card,Delivered
O006010,C00998,2025-08-31,Credit Card,Delivered
O006011,C04033,2025-04-16,Credit Card,Delivered
O006012,C01347,2025-10-22,Credit Card,Delivered
O006013,C01720,2025-05-13,Net Banking,Delivered
O006014,C03960,2025-01-22,COD,Returned
O006015,C00441,2025-06-05,Net Banking,Delivered
O006016,C01974,2025-08-02,Debit Card,Delivered
O006017,C00392,2025-08-14,Debit Card,Returned
O006018,C01671,2025-10-12,Debit Card,Delivered
O006019,C01356,2025-06-20,Net Banking,Delivered
O006020,C04097,2025-02-11,UPI,Delivered
O006021,C02256,2025-03-01,UPI,Delivered
O006022,C04110,2025-03-18,UPI,Delivered
O006023,C02027,2025-07-21,COD,Returned
O006024,C04340,2025-08-08,Debit Card,Delivered
O006025,C03731,2025-07-06,Credit Card,Delivered
O006026,C01299,2025-04-06,Debit Card,Returned
O006027,C01613,2025-12-08,UPI,Cancelled
O006028,C00108,2025-07-31,Net Banking,Delivered
O006029,C01354,2025-12-06,UPI,Delivered
O006030,C01647,2025-09-19,Debit Card,Delivered
O006031,C04221,2025-11-25,COD,Delivered
O006032,C01117,2025-03-18,UPI,Delivered
O006033,C00412,2025-01-31,COD,Delivered
O006034,C03021,2025-02-08,Debit Card,Delivered
